location_id,lat,lng,monthly_revenue,district_id,district_name,traces_500m,traces_2000m,devices_500m,devices_2000m,active_days_500m,active_days_2000m,traces_per_device_500m,traces_per_day_500m,traces_per_device_2000m,traces_per_day_2000m,buildings_count_1000m,total_building_area_1000m,residential_area_1000m,commercial_area_1000m,industrial_area_1000m,public_area_1000m,residential_count_1000m,commercial_count_1000m,residential_area_share_1000m,commercial_area_share_1000m,industrial_area_share_1000m,public_area_share_1000m,building_floor_ratio_1000m,buildings_density_per_km2_1000m,buildings_count_3000m,total_building_area_3000m,residential_area_3000m,commercial_area_3000m,industrial_area_3000m,public_area_3000m,residential_count_3000m,commercial_count_3000m,residential_area_share_3000m,commercial_area_share_3000m,industrial_area_share_3000m,public_area_share_3000m,building_floor_ratio_3000m,buildings_density_per_km2_3000m,population_total_1000m,households_count_1000m,avg_household_size_1000m,female_share_1000m,population_per_km2_1000m,households_per_km2_1000m,population_total_3000m,households_count_3000m,avg_household_size_3000m,female_share_3000m,population_per_km2_3000m,households_per_km2_3000m,poi_total_500m,restaurant_count_500m,bank_count_500m,school_count_500m,pharmacy_count_500m,hospital_count_500m,mall_count_500m,park_count_500m,poi_total_2000m,restaurant_count_2000m,bank_count_2000m,school_count_2000m,pharmacy_count_2000m,hospital_count_2000m,mall_count_2000m,park_count_2000m,poi_decay_total,restaurant_decay,bank_decay,school_decay,pharmacy_decay,hospital_decay,mall_decay,park_decay,dist_nearest_competitor,dist_nearest_discount,dist_nearest_zabka,dist_nearest_convenience,log_dist_nearest_competitor,log_dist_nearest_discount,log_dist_nearest_zabka,log_dist_nearest_convenience,convenience_count_1000m,convenience_count_2000m,zabka_count_1000m,zabka_count_2000m,discount_count_3000m,competitors_total_2000m,competitors_total_3000m,brand_diversity_2000m,comp_decay_total,comp_decay_zabka,comp_decay_discount
LOC_011,50.121043,18.54847,306718.03,2409.0,Rybnik,2575,15730,109,486,15,27,23.623853211009173,171.66666666666666,32.36625514403292,582.5925925925926,944,115579.53,58785.51,28659.87,6921.18,1427.03,509,32,0.5086152366253782,0.24796665984019833,0.05988240305182069,0.012346736485258246,0.03679010703947602,300.4845325574984,5004,766657.6,367321.53,102088.51,161969.8,33262.75,2763,259,0.4791207052535578,0.1331605008546188,0.2112674549890329,0.04338670874716431,0.027114965933104238,176.98029671818762,1844.0,439.0,4.2004555808656034,0.5135574837310195,586.96343012291,139.7380400346841,11604.0,3816.0,3.0408280922431867,0.5262840399862116,410.4075465863008,134.96339174192724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08331539506755355,0.0,0.0,0.0,0.0,0.0,0.0,0.08331539506755355,3390.688758619191,3390.688758619191,7990.0614448101405,7990.0614448101405,8.129083235219268,8.129083235219268,8.986078876596576,8.986078876596576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03366329155123016,0.0,0.03366329155123016
LOC_012,50.360509,19.049077,257168.85,2402.0,Sosnowiec,1802,15552,95,371,13,23,18.96842105263158,138.6153846153846,41.919137466307276,676.1739130434783,1310,162910.72,87015.66,8607.43,29636.04,4088.92,657,36,0.5341309644939265,0.052835258477772366,0.1819158370916291,0.025099146329965273,0.051856092741319394,416.9859509007658,7496,815106.45,507807.59,30936.77,55194.62,16253.81,4251,148,0.622995425934858,0.037954269653982006,0.06771461567995199,0.019940720626121903,0.028828493480797076,265.1167674259661,3091.0,1118.0,2.7628801431127012,0.530896150113232,983.8958581940971,355.870452753478,16703.0,5617.0,2.9748976321880005,0.5257738130874693,590.747780991984,198.66073674381693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002881492346922689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.425532467137,9927.000192234325,5543.425532467137,5543.425532467137,8.620548293419702,9.203114346247288,8.620548293419702,8.620548293419702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC_013,50.266171,18.894791,279872.55,2412.0,Bytom,24110,160878,263,1693,20,51,91.67300380228137,1205.5,95.0253987005316,3154.470588235294,1237,234864.21,150368.57,26413.04,3019.43,15875.89,755,99,0.6402362028680317,0.11246089815046746,0.012856066916283243,0.06759603772750221,0.07475959995374591,393.74932920934907,8409,1809115.21,887972.33,222001.74,350497.21,104141.87,4993,640,0.49083238319576117,0.12271288128742226,0.19373957394344168,0.05756508453654535,0.06398436184316274,297.4075369910551,13773.0,5579.0,2.4689370854991934,0.5217454439846075,4384.082062409349,1775.8508550193683,65919.0,28045.0,2.3497949723658405,0.5292404314385837,2331.4077097054774,991.8889731138233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.10559537202905386,0.0,0.002611862433840401,0.08258653931489984,0.0,0.0,0.0,0.008178226323061364,67.24783661497761,9176.25620645475,67.24783661497761,67.24783661497761,4.223145735613633,9.124483550752803,4.223145735613633,4.223145735613633,1.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,1.2366838007979366,1.227077165829569,0.0
LOC_014,50.101874,19.929553,392436.29,2404.0,Kraków,6591,138346,112,1820,14,64,58.848214285714285,470.7857142857143,76.01428571428572,2161.65625,1394,220158.35,155942.88,19712.14,11096.62,5898.76,1052,69,0.7083214422709836,0.08953619065549864,0.05040290318309526,0.026793260396437382,0.07007857933091116,443.7239813402042,11913,2554966.28,1536935.53,453565.67,155602.6,148538.7,8020,811,0.6015482638776745,0.1775231530648616,0.06090201707084761,0.05813724477021279,0.09036344731002478,421.3361860119443,6504.0,2052.0,3.171539961013645,0.5330565805658056,2070.2874997393747,653.1718864491385,77999.0,27573.0,2.830711202988431,0.5339940255644303,2758.650312494388,975.19538797174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.4374835702881732,0.0876101627418783,0.04286792502744959,0.043285749582481395,0.08932090513306243,0.1743988278033015,0.0,0.0,1011.9536078737025,10760.534551844281,1011.9536078737025,1011.9536078737025,6.92062570643167,9.283733439889437,6.92062570643167,6.92062570643167,0.0,2.0,0.0,2.0,0.0,2.0,6.0,1.0,1.1207781890768649,0.8803163307328359,0.0
LOC_015,50.315698,19.117433,266355.59,2402.0,Sosnowiec,30263,121013,346,1916,23,58,87.46531791907515,1315.7826086956522,63.15918580375783,2086.4310344827586,1267,379564.17,141790.18,121365.04,61539.25,24067.12,817,122,0.37356049703005423,0.31974841039395263,0.16213134659153947,0.06340724942504451,0.12081902775214498,403.2986257948628,13753,2742978.18,1130198.57,359339.14,781074.02,122589.26,7590,870,0.41203337971868226,0.13100328052919472,0.2847540041313781,0.044692028866230346,0.09701300803115794,486.4128738539637,14552.0,6830.0,2.1291947291361644,0.5490654205607477,4632.045463746522,2174.0565226352905,63775.0,27814.0,2.2920831236068167,0.5394119952959624,2255.5792212634724,983.7190193684394,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.589691652257558,0.15409707580570187,0.0,0.1689809042614056,0.1789723770402234,0.19815299017920496,0.871136096267848,0.0,1198.4433176272344,4349.6779870657665,1198.4433176272344,1198.4433176272344,7.089612826162975,8.378086971033541,7.089612826162975,7.089612826162975,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.34758908939511235,0.33480496729333387,0.012784122101778506
LOC_016,50.026999,19.920654,238945.93,2404.0,Kraków,13503,152583,282,2369,23,56,47.88297872340426,587.0869565217391,64.40818910932883,2724.6964285714284,1872,446277.9,274937.16,80893.45,26050.71,40044.72,1274,125,0.6160671635319606,0.18126250482042688,0.058373291619414715,0.08973045718822285,0.14205466755534113,595.8761069360562,12014,2997719.46,1732988.72,639140.41,197565.38,216041.85,8054,904,0.5781023685251722,0.2132088804600815,0.06590522650174876,0.0720687352111328,0.10602263779150384,424.908330290229,19943.0,7006.0,2.8488295746503,0.5355763927192498,6348.054060163337,2230.0790626036373,84951.0,30748.0,2.7630154806816707,0.5311650245435604,3004.5270156888005,1087.488042264355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.20096219958341807,0.11179282564193657,0.0,0.005085144352066954,0.0,0.0,0.05393082413106754,0.030153405458347014,1418.3415531289625,2556.416472454828,1418.3415531289625,1418.3415531289625,7.25794834807594,7.846752837450728,7.25794834807594,7.25794834807594,0.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,0.7103978885620271,0.5200621437761551,0.07753905480647151
LOC_017,50.281363,18.670286,232815.91,2403.0,Gliwice,30965,232918,352,2450,21,61,87.96875,1474.5238095238096,95.06857142857143,3818.3278688524592,2187,453321.07,235869.0,79604.38,41204.51,46182.27,1349,188,0.5203133399468945,0.17560264736867404,0.09089476030752332,0.10187541029142987,0.14429657819641423,696.1437210839503,10375,3009416.65,1119739.65,567515.6,781442.36,259757.88,6054,886,0.3720786385627261,0.18857993624777744,0.25966572624631423,0.08631502719970663,0.10643634126012275,366.9405632396476,19222.0,8805.0,2.1838046564452016,0.5363645822495058,6118.552632224824,2802.718547848277,75683.0,34162.0,2.2153240442597038,0.53385833014019,2676.738568449759,1208.2335924234064,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0013475077933325,0.25487615173063977,0.0,0.6225403086420758,0.061468733748029525,0.06246231367258725,0.0,0.0,506.07700668563245,5559.8092655545,506.07700668563245,506.07700668563245,6.228662879011438,8.623498928011779,6.228662879011438,6.228662879011438,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6029056064134424,0.6029056064134424,0.0
LOC_018,50.100659,18.99341,285754.04,2405.0,Tychy,27680,265341,431,2533,25,73,64.22273781902553,1107.2,104.75365179628899,3634.8082191780823,1438,334586.01,202526.42,54753.15,4750.24,28524.629999999997,1003,106,0.6053045075016735,0.16364446917550438,0.014197365873127808,0.08525350477146369,0.10650203476178866,457.729616332291,6730,2173778.06,980351.18,334647.87,493017.3,153589.97,4157,587,0.4509895458232751,0.15394757917466514,0.2268020406830309,0.07065577338654343,0.07688167187415793,238.02505933521238,18217.0,7142.0,2.5503220386446377,0.5224790031289455,5798.651196610115,2273.3692071246332,85990.0,35496.0,2.4224363308541808,0.5292592161879288,3041.2741236604625,1255.4141911088705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0676875982331448,0.0031745282084714075,0.0,0.0,0.0,0.042599744149879826,0.0,0.02191332587479357,1469.7743961482486,2557.0027377425527,2461.568904477998,2461.568904477998,7.293544341163171,7.846982052405046,7.8089603541686765,7.8089603541686765,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.39201570727487234,0.08486845703478241,0.07718368742091107
LOC_019,50.261991,19.026051,623866.24,2401.0,Katowice,32175,358087,852,5041,34,95,37.764084507042256,946.3235294117648,71.0349137075977,3769.3368421052633,2351,818987.12,316463.85,267390.28,25895.92,136930.71,1121,363,0.38640882410946825,0.3264889928916099,0.03161944720205123,0.1671951934970601,0.26069169695319055,748.3465424180919,11425,3851688.92,1258796.92,1094775.36,722234.8,351516.85,5278,1461,0.32681687076639615,0.2842325490813521,0.18751119703613034,0.0912630426031394,0.1362256290822853,404.0767166277565,17503.0,8984.0,1.9446349065004451,0.5431068959606925,5571.377937874889,2859.6960174751757,91600.0,42232.0,2.1680242470164806,0.5394650655021834,3239.6872860483586,1493.651457034872,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,2.4551421136503184,0.7271437653554356,0.9937615007077756,0.16541004296993542,0.5375545476759084,0.011485992165865204,0.0,0.0,1153.7434106384455,12788.027062933652,1153.7434106384455,1153.7434106384455,7.051633442984363,9.456342821541305,7.051633442984363,7.051633442984363,0.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,0.7586472254063202,0.7586472254063202,0.0
LOC_020,50.097038,19.961254,310360.75,2404.0,Kraków,17942,184910,352,2548,26,92,50.97159090909091,690.0769230769231,72.57064364207221,2009.891304347826,1326,380402.01,250346.31,70232.17,22126.25,11501.59,817,154,0.6581098506813884,0.18462618007722933,0.05816543924150138,0.030235355486160548,0.12108572050718522,422.0789090797064,11028,2692765.29,1596797.56,469681.74,155581.9,203802.88999999998,7338,850,0.5929954481847914,0.17442357183681612,0.05777774267136368,0.07568535243559976,0.09523709033106247,390.0357138705382,19217.0,6745.0,2.8498591549295775,0.5280220637976791,6116.961082793906,2147.000182309668,104354.0,38198.0,2.7332478140216767,0.5357533012630086,3690.7677625359215,1350.9778924942707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.7823663669839966,0.04647514234414712,0.07654104071311384,0.1400984422188711,0.4194453934807018,0.05267285731290552,0.027231612014730025,0.0,525.4613226558694,10854.926251529392,1746.6340939339912,1746.6340939339912,6.266177867633208,9.29246640815425,7.466018205890182,7.466018205890182,0.0,2.0,0.0,2.0,0.0,3.0,5.0,2.0,1.366497118600262,0.5751166191693005,0.0
